"Product attributes to show","Product attributes to show"
"Learn More Link","Learn More Link"
"Buttons to show","Buttons to show"
"Add to Wishlist","Add to Wishlist"
"Viewed Products Grid Template","Viewed Products Grid Template"
"Viewed Products List Template","Viewed Products List Template"
"Viewed Products Sidebar Template","Viewed Products Sidebar Template"
"List of Products Recently Compared by Visitor","List of Products Recently Compared by Visitor"
"Compared Products Grid Template","Compared Products Grid Template"
"Compared Products List Template","Compared Products List Template"
Set,Set
"Enable Category","Enable Category"
"Include in Menu","Include in Menu"
"Category Image","Category Image"
"Add CMS Block","Add CMS Block"
"Display Settings","Display Settings"
"Display Mode","Display Mode"
Anchor,Anchor
"Available Product Listing Sort By","Available Product Listing Sort By"
"Use All","Use All"
"Default Product Listing Sort By","Default Product Listing Sort By"
"Layered Navigation Price Step","Layered Navigation Price Step"
"Meta Title","Meta Title"
"Products in Category","Products in Category"
"Layout Update XML","Layout Update XML"
"Custom Layout Update","Custom Layout Update"
"Apply Design to Products","Apply Design to Products"
"Schedule Design Update","Schedule Design Update"
AttributeSetText,AttributeSetText
StatusText,StatusText
"Product Image Watermarks","Product Image Watermarks"
Base,Base
"Allowed file types: jpeg, gif, png.","Allowed file types: jpeg, gif, png."
"Image Opacity","Image Opacity"
"Example format: 200x300.","Example format: 200x300."
"Image Position","Image Position"
Values,Values
"Add this attribute to the list of column options in the product grid.","Add this attribute to the list of column options in the product grid."
"Add this attribute to the list of filter options in the product grid.","Add this attribute to the list of filter options in the product grid."
"Delete selected items?","Delete selected items?"
"Change status","Change status"
"Update attributes","Update attributes"
Overview,Overview
"Skip to the end of the images gallery","Skip to the end of the images gallery"
"Skip to the beginning of the images gallery","Skip to the beginning of the images gallery"
"Add To Cart","Add To Cart"
"Add To Compare","Add To Compare"
"Terms & Conditions","Terms & Conditions"
"Enable Terms and Conditions","Enable Terms and Conditions"
"Checkout Options","Checkout Options"
"Enable Onepage Checkout","Enable Onepage Checkout"
"Allow Guest Checkout","Allow Guest Checkout"
"Display Billing Address On","Display Billing Address On"
"Maximum Number of Items to Display in Order Summary","Maximum Number of Items to Display in Order Summary"
"Quote Lifetime (days)","Quote Lifetime (days)"
"After Adding a Product Redirect to Shopping Cart","After Adding a Product Redirect to Shopping Cart"
"Number of Items to Display Pager","Number of Items to Display Pager"
"Show Cross-sell Items in the Shopping Cart","Show Cross-sell Items in the Shopping Cart"
"My Cart Link","My Cart Link"
"Display Cart Summary","Display Cart Summary"
"Mini Cart","Mini Cart"
"Display Mini Cart","Display Mini Cart"
"Number of Items to Display Scrollbar","Number of Items to Display Scrollbar"
"Maximum Number of Items to Display","Maximum Number of Items to Display"
"Payment Failed Emails","Payment Failed Emails"
"Payment Failed Email Sender","Payment Failed Email Sender"
"Payment Failed Email Receiver","Payment Failed Email Receiver"
"Payment Failed Template","Payment Failed Template"
"Send Payment Failed Email Copy To","Send Payment Failed Email Copy To"
"Separate by "","".","Separate by "",""."
"Send Payment Failed Email Copy Method","Send Payment Failed Email Copy Method"
"Ship here","Ship here"
"We'll send your order confirmation here.","We'll send your order confirmation here."
Payment,Payment
"We received your order!","We received your order!"
"Thank you for your purchase!","Thank you for your purchase!"
"Save Page","Save Page"
"Edit Page Design","Edit Page Design"
"Media Gallery","Media Gallery"
"Content Management","Content Management"
"TinyMCE 4","TinyMCE 4"
"CMS Home Page","CMS Home Page"
"CMS No Route Page","CMS No Route Page"
"CMS No Cookies Page","CMS No Cookies Page"
"Show Breadcrumbs for CMS Pages","Show Breadcrumbs for CMS Pages"
"Browser Capabilities Detection","Browser Capabilities Detection"
"Redirect to CMS-page if Cookies are Disabled","Redirect to CMS-page if Cookies are Disabled"
"Show Notice if JavaScript is Disabled","Show Notice if JavaScript is Disabled"
"Show Notice if Local Storage is Disabled","Show Notice if Local Storage is Disabled"
"Default Page Layout","Default Page Layout"
"WYSIWYG Options","WYSIWYG Options"
"Enable WYSIWYG Editor","Enable WYSIWYG Editor"
"CMS Page Link","CMS Page Link"
"Link to a CMS Page","Link to a CMS Page"
"CMS Page","CMS Page"
"Select Page...","Select Page..."
"If empty, the Page Title will be used","If empty, the Page Title will be used"
"CMS Static Block","CMS Static Block"
"Contents of a Static Block","Contents of a Static Block"
Block,Block
"Select Block...","Select Block..."
"CMS Static Block Default Template","CMS Static Block Default Template"
"Enable Block","Enable Block"
"Block Title","Block Title"
"Are you sure you want to delete selected items?","Are you sure you want to delete selected items?"
"Page Information","Page Information"
"Enable Page","Enable Page"
"Content Heading","Content Heading"
"Page in Websites","Page in Websites"
"
                        List of layout files with an update handle ""selectable""
                        matching *PageIdentifier*_*UpdateID*.
                        <br/>
                        See Magento documentation for more information
                    ","
                        List of layout files with an update handle ""selectable""
                        matching *PageIdentifier*_*UpdateID*.
                        <br/>
                        See Magento documentation for more information
                    "
"Custom Design Update","Custom Design Update"
"New Layout","New Layout"
"Custom design from","Custom design from"
"Custom design to","Custom design to"
"Custom Theme","Custom Theme"
"Custom Layout","Custom Layout"
"Group Label","Group Label"
"Tab Label","Tab Label"
"Field 2","Field 2"
"Field 3","Field 3"
"Field 3.1","Field 3.1"
"Field 3.1.1","Field 3.1.1"
"Field 4","Field 4"
"Advanced Section","Advanced Section"
"Advanced Admin Section","Advanced Admin Section"
"Design Section","Design Section"
"General Section","General Section"
"System Section","System Section"
"Currency Setup Section","Currency Setup Section"
"Developer Section","Developer Section"
"Web Section","Web Section"
"Store Email Addresses Section","Store Email Addresses Section"
"Configurable Product Image","Configurable Product Image"
"As low as: ","As low as: "
"Contacts Section","Contacts Section"
"Enable Contact Us","Enable Contact Us"
"Email Options","Email Options"
"Default Cookie Settings","Default Cookie Settings"
"Cookie Lifetime","Cookie Lifetime"
"Cookie Path","Cookie Path"
"Cookie Domain","Cookie Domain"
"Use HTTP Only","Use HTTP Only"
"<strong style=""color:red"">Warning</strong>:  Do not set to ""No"". User security could be compromised.","<strong style=""color:red"">Warning</strong>:  Do not set to ""No"". User security could be compromised."
"Cookie Restriction Mode","Cookie Restriction Mode"
"Cron (Scheduled Tasks)","Cron (Scheduled Tasks)"
"For correct URLs generated during cron runs please make sure that Web > Secure and Unsecure Base URLs are explicitly set. All the times are in minutes.","For correct URLs generated during cron runs please make sure that Web > Secure and Unsecure Base URLs are explicitly set. All the times are in minutes."
"Cron configuration options for group:","Cron configuration options for group:"
"Generate Schedules Every","Generate Schedules Every"
"Schedule Ahead for","Schedule Ahead for"
"Missed if Not Run Within","Missed if Not Run Within"
"History Cleanup Every","History Cleanup Every"
"Success History Lifetime","Success History Lifetime"
"Failure History Lifetime","Failure History Lifetime"
"Use Separate Process","Use Separate Process"
"All Customers","All Customers"
"Reset password","Reset password"
"Invalidate tokens","Invalidate tokens"
"Now Online","Now Online"
"Customers Section","Customers Section"
"Customer Configuration","Customer Configuration"
"Account Sharing Options","Account Sharing Options"
"Share Customer Accounts","Share Customer Accounts"
"Create New Account Options","Create New Account Options"
"Enable Automatic Assignment to Customer Group","Enable Automatic Assignment to Customer Group"
"Tax Calculation Based On","Tax Calculation Based On"
"Default Group","Default Group"
"Group for Valid VAT ID - Domestic","Group for Valid VAT ID - Domestic"
"Group for Valid VAT ID - Intra-Union","Group for Valid VAT ID - Intra-Union"
"Group for Invalid VAT ID","Group for Invalid VAT ID"
"Validation Error Group","Validation Error Group"
"Validate on Each Transaction","Validate on Each Transaction"
"Default Value for Disable Automatic Group Changes Based on VAT ID","Default Value for Disable Automatic Group Changes Based on VAT ID"
"Show VAT Number on Storefront","Show VAT Number on Storefront"
"To show VAT number on Storefront, set Show VAT Number on Storefront option to Yes.","To show VAT number on Storefront, set Show VAT Number on Storefront option to Yes."
"Default Email Domain","Default Email Domain"
"Default Welcome Email","Default Welcome Email"
"Default Welcome Email Without Password","Default Welcome Email Without Password"
"This email will be sent instead of the Default Welcome Email, if a customer was created without password. <br /><br />
                        Email template chosen based on theme fallback when ""Default"" option is selected.","This email will be sent instead of the Default Welcome Email, if a customer was created without password. <br /><br />
                        Email template chosen based on theme fallback when ""Default"" option is selected."
"Require Emails Confirmation","Require Emails Confirmation"
"Confirmation Link Email","Confirmation Link Email"
"Welcome Email","Welcome Email"
"This email will be sent instead of the Default Welcome Email, after account confirmation. <br /><br />
                        Email template chosen based on theme fallback when ""Default"" option is selected.","This email will be sent instead of the Default Welcome Email, after account confirmation. <br /><br />
                        Email template chosen based on theme fallback when ""Default"" option is selected."
"Generate Human-Friendly Customer ID","Generate Human-Friendly Customer ID"
"Password Options","Password Options"
"Forgot Email Template","Forgot Email Template"
"Remind Email Template","Remind Email Template"
"Reset Password Template","Reset Password Template"
"Password Template Email Sender","Password Template Email Sender"
"Number of Required Character Classes","Number of Required Character Classes"
"Number of different character classes required in password: Lowercase, Uppercase, Digits, Special Characters.","Number of different character classes required in password: Lowercase, Uppercase, Digits, Special Characters."
"Minimum Password Length","Minimum Password Length"
"Maximum Login Failures to Lockout Account","Maximum Login Failures to Lockout Account"
"Use 0 to disable account locking.","Use 0 to disable account locking."
"Lockout Time (minutes)","Lockout Time (minutes)"
"Account will be unlocked after provided time.","Account will be unlocked after provided time."
"Enable Autocomplete on login/forgot password forms","Enable Autocomplete on login/forgot password forms"
"Account Information Options","Account Information Options"
"Change Email Template","Change Email Template"
"Change Email and Password Template","Change Email and Password Template"
"Name and Address Options","Name and Address Options"
"Number of Lines in a Street Address","Number of Lines in a Street Address"
"Valid range: 1-4","Valid range: 1-4"
"Show Prefix","Show Prefix"
"The title that goes before name (Mr., Mrs., etc.)","The title that goes before name (Mr., Mrs., etc.)"
"Prefix Dropdown Options","Prefix Dropdown Options"
"Semicolon (;) separated values.<br/>Leave empty for open text field.","Semicolon (;) separated values.<br/>Leave empty for open text field."
"Show Middle Name (initial)","Show Middle Name (initial)"
"Always optional.","Always optional."
"Show Suffix","Show Suffix"
"The suffix that goes after name (Jr., Sr., etc.)","The suffix that goes after name (Jr., Sr., etc.)"
"Suffix Dropdown Options","Suffix Dropdown Options"
"Show Date of Birth","Show Date of Birth"
"Show Tax/VAT Number","Show Tax/VAT Number"
"Show Gender","Show Gender"
"Show Telephone","Show Telephone"
"Show Company","Show Company"
"Show Fax","Show Fax"
"Login Options","Login Options"
"Redirect Customer to Account Dashboard after Logging in","Redirect Customer to Account Dashboard after Logging in"
"Customer will stay on the current page if ""No"" is selected.","Customer will stay on the current page if ""No"" is selected."
"Address Templates","Address Templates"
"Text One Line","Text One Line"
PDF,PDF
"Online Customers Options","Online Customers Options"
"Online Minutes Interval","Online Minutes Interval"
"Leave empty for default (15 minutes).","Leave empty for default (15 minutes)."
"Customer Data Lifetime","Customer Data Lifetime"
"Please specify value in minutes.","Please specify value in minutes."
"Customer Notification","Customer Notification"
"Assign a Customer Group","Assign a Customer Group"
"Are you sure to assign selected customers to new group?","Are you sure to assign selected customers to new group?"
"Customer Grid","Customer Grid"
"Rebuild Customer grid index","Rebuild Customer grid index"
"Update Address","Update Address"
"Name Prefix","Name Prefix"
"Name Suffix","Name Suffix"
"Middle Name/Initial","Middle Name/Initial"
"Are you sure to delete selected address?","Are you sure to delete selected address?"
Group,Group
"Add New Customer","Add New Customer"
"Are you sure you want to delete the selected customers?","Are you sure you want to delete the selected customers?"
"Are you sure you want to unsubscribe the selected customers from the newsletter?","Are you sure you want to unsubscribe the selected customers from the newsletter?"
"Unsubscribe from Newsletter","Unsubscribe from Newsletter"
ZIP,ZIP
"Customer Since","Customer Since"
"Confirmed email","Confirmed email"
"Account Created in","Account Created in"
"Tax VAT Number","Tax VAT Number"
"Billing Firstname","Billing Firstname"
"Billing Lastname","Billing Lastname"
"Account Lock","Account Lock"
"Last Activity","Last Activity"
"If your Magento installation has multiple websites, you can edit the scope to associate the customer with a specific site.","If your Magento installation has multiple websites, you can edit the scope to associate the customer with a specific site."
"Disable Automatic Group Change Based on VAT ID","Disable Automatic Group Change Based on VAT ID"
"Send Welcome Email From","Send Welcome Email From"
Addresses,Addresses
"The customer does not have default billing address","The customer does not have default billing address"
"The customer does not have default shipping address","The customer does not have default shipping address"
"You are signed out","You are signed out"
"Frontend Development Workflow","Frontend Development Workflow"
"Workflow type","Workflow type"
"Not available in production mode","Not available in production mode"
"Developer Client Restrictions","Developer Client Restrictions"
"Allowed IPs (comma separated)","Allowed IPs (comma separated)"
"Leave empty for access from any location.","Leave empty for access from any location."
"Enabled for Checkout","Enabled for Checkout"
"Access ID","Access ID"
"Account Number","Account Number"
"Content Type (Non Domestic)","Content Type (Non Domestic)"
"Whether to use Documents or NonDocuments service for non domestic shipments. (Shipments within the EU are classed as domestic)","Whether to use Documents or NonDocuments service for non domestic shipments. (Shipments within the EU are classed as domestic)"
"Calculate Handling Fee","Calculate Handling Fee"
"Handling Applied","Handling Applied"
"""Per Order"" allows a single handling fee for the entire order. ""Per Package"" allows an individual handling fee for each package.","""Per Order"" allows a single handling fee for the entire order. ""Per Package"" allows an individual handling fee for each package."
"Handling Fee","Handling Fee"
"Divide Order Weight","Divide Order Weight"
"Select this to allow DHL to optimize shipping charges by splitting the order if it exceeds 70 kg.","Select this to allow DHL to optimize shipping charges by splitting the order if it exceeds 70 kg."
"Weight Unit","Weight Unit"
"Documents Allowed Methods","Documents Allowed Methods"
"Non Documents Allowed Methods","Non Documents Allowed Methods"
"Ready time","Ready time"
"Package ready time after order submission (in hours)","Package ready time after order submission (in hours)"
"Displayed Error Message","Displayed Error Message"
"Free Method","Free Method"
"Enable Free Shipping Threshold","Enable Free Shipping Threshold"
"Free Shipping Amount Threshold","Free Shipping Amount Threshold"
"Ship to Applicable Countries","Ship to Applicable Countries"
"Ship to Specific Countries","Ship to Specific Countries"
"Show Method if Not Applicable","Show Method if Not Applicable"
"Sandbox Mode","Sandbox Mode"
"Currency Setup","Currency Setup"
"Currency Options","Currency Options"
"Base Currency","Base Currency"
"Base currency is used for all online payment transactions. The base currency scope is defined by the catalog price scope (""Catalog"" > ""Price"" > ""Catalog Price Scope"").","Base currency is used for all online payment transactions. The base currency scope is defined by the catalog price scope (""Catalog"" > ""Price"" > ""Catalog Price Scope"")."
"Default Display Currency","Default Display Currency"
"Allowed Currencies","Allowed Currencies"
Fixer.io,Fixer.io
"Connection Timeout in Seconds","Connection Timeout in Seconds"
"Currency Converter API","Currency Converter API"
"Scheduled Import Settings","Scheduled Import Settings"
"Error Email Recipient","Error Email Recipient"
"Error Email Sender","Error Email Sender"
"Error Email Template","Error Email Template"
Service,Service
"Installed Currencies","Installed Currencies"
"Zip/Postal Code is Optional for","Zip/Postal Code is Optional for"
"State Options","State Options"
"State is Required for","State is Required for"
"Allow to Choose State if It is Optional for Country","Allow to Choose State if It is Optional for Country"
"Downloadable Product Section","Downloadable Product Section"
"Downloadable Product Options","Downloadable Product Options"
"Order Item Status to Enable Downloads","Order Item Status to Enable Downloads"
"Default Maximum Number of Downloads","Default Maximum Number of Downloads"
"Default Sample Title","Default Sample Title"
"Default Link Title","Default Link Title"
"Open Links in New Window","Open Links in New Window"
"Use Content-Disposition","Use Content-Disposition"
"Disable Guest Checkout if Cart Contains Downloadable Items","Disable Guest Checkout if Cart Contains Downloadable Items"
"Guest checkout will only work with shareable.","Guest checkout will only work with shareable."
"Text Field","Text Field"
"Text Area","Text Area"
"Text Editor","Text Editor"
"Caching Settings","Caching Settings"
"Cache User Defined Attributes","Cache User Defined Attributes"
"By default only system EAV attributes are cached.","By default only system EAV attributes are cached."
"EAV types and attributes","EAV types and attributes"
"Entity types declaration cache","Entity types declaration cache"
"Elasticsearch Server Hostname","Elasticsearch Server Hostname"
"Elasticsearch Server Port","Elasticsearch Server Port"
"Elasticsearch Index Prefix","Elasticsearch Index Prefix"
"Enable Elasticsearch HTTP Auth","Enable Elasticsearch HTTP Auth"
"Elasticsearch HTTP Username","Elasticsearch HTTP Username"
"Elasticsearch HTTP Password","Elasticsearch HTTP Password"
"Elasticsearch Server Timeout","Elasticsearch Server Timeout"
"To optimize logo for high-resolution displays, upload an image that is 3x normal size and then specify 1x dimensions in the width/height fields below.","To optimize logo for high-resolution displays, upload an image that is 3x normal size and then specify 1x dimensions in the width/height fields below."
"Logo Image","Logo Image"
"Logo Image Alt","Logo Image Alt"
"Necessary only if an image has been uploaded above. Enter number of pixels, without appending ""px"".","Necessary only if an image has been uploaded above. Enter number of pixels, without appending ""px""."
"Logo Width","Logo Width"
"Necessary only if an image has been uploaded above. Enter image height size in pixels without appending ""px"".","Necessary only if an image has been uploaded above. Enter image height size in pixels without appending ""px""."
"Logo Height","Logo Height"
"Email template chosen based on theme fallback, when the ""Default"" option is selected.","Email template chosen based on theme fallback, when the ""Default"" option is selected."
"Header Template","Header Template"
"Footer Template","Footer Template"
"Manage Encryption Key","Manage Encryption Key"
FedEx,FedEx
"Account ID","Account ID"
"Please make sure to use only digits here. No dashes are allowed.","Please make sure to use only digits here. No dashes are allowed."
"Meter Number","Meter Number"
"Web-Services URL (Production)","Web-Services URL (Production)"
"Web-Services URL (Sandbox)","Web-Services URL (Sandbox)"
"Packages Request Type","Packages Request Type"
Dropoff,Dropoff
"Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)","Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)"
"Residential Delivery","Residential Delivery"
"Allowed Methods","Allowed Methods"
"Hub ID","Hub ID"
"The field is applicable if the Smart Post method is selected.","The field is applicable if the Smart Post method is selected."
"Allow Gift Messages on Order Level","Allow Gift Messages on Order Level"
"Allow Gift Messages for Order Items","Allow Gift Messages for Order Items"
"Google AdWords","Google AdWords"
"Conversion ID","Conversion ID"
"Conversion Language","Conversion Language"
"Conversion Format","Conversion Format"
"Conversion Color","Conversion Color"
"Conversion Label","Conversion Label"
"Conversion Value Type","Conversion Value Type"
"Conversion Value","Conversion Value"
"Send Order Currency","Send Order Currency"
"Google API","Google API"
"Google Analytics","Google Analytics"
"Anonymize IP","Anonymize IP"
"Enable Content Experiments","Enable Content Experiments"
"Category View Optimization","Category View Optimization"
"Grouped Product Image","Grouped Product Image"
"Start Date&Time","Start Date&Time"
"Imported File","Imported File"
"Error File","Error File"
"Execution Time","Execution Time"
"File name","File name"
"Change indexer mode","Change indexer mode"
Indexer,Indexer
Mode,Mode
"Payment method with vault and instant purchase support should be enabled.","Payment method with vault and instant purchase support should be enabled."
"System Extensions","System Extensions"
"System Integrations","System Integrations"
Extensions,Extensions
OAuth,OAuth
"Access Token Expiration","Access Token Expiration"
"Customer Token Lifetime (hours)","Customer Token Lifetime (hours)"
"We will disable this feature if the value is empty.","We will disable this feature if the value is empty."
"Admin Token Lifetime (hours)","Admin Token Lifetime (hours)"
"Cleanup Settings","Cleanup Settings"
"Cleanup Probability","Cleanup Probability"
"Integer. Launch cleanup in X OAuth requests. 0 (not recommended) - to disable cleanup","Integer. Launch cleanup in X OAuth requests. 0 (not recommended) - to disable cleanup"
"Expiration Period","Expiration Period"
"Cleanup entries older than X minutes.","Cleanup entries older than X minutes."
"Consumer Settings","Consumer Settings"
"Consumer key/secret will expire if not used within X seconds after Oauth token exchange starts.","Consumer key/secret will expire if not used within X seconds after Oauth token exchange starts."
"OAuth consumer credentials HTTP Post maxredirects","OAuth consumer credentials HTTP Post maxredirects"
"Number of maximum redirects for OAuth consumer credentials Post request.","Number of maximum redirects for OAuth consumer credentials Post request."
"OAuth consumer credentials HTTP Post timeout","OAuth consumer credentials HTTP Post timeout"
"Timeout for OAuth consumer credentials Post request within X seconds.","Timeout for OAuth consumer credentials Post request within X seconds."
"Authentication Locks","Authentication Locks"
"Maximum Login Failures to Lock Out Account","Maximum Login Failures to Lock Out Account"
"Maximum Number of authentication failures to lock out account.","Maximum Number of authentication failures to lock out account."
"Lockout Time (seconds)","Lockout Time (seconds)"
"Period of time in seconds after which account will be unlocked.","Period of time in seconds after which account will be unlocked."
"Integrations Configuration","Integrations Configuration"
"Integration configuration file","Integration configuration file"
"Integrations API Configuration","Integrations API Configuration"
"Integrations API configuration file","Integrations API configuration file"
"Are you sure you want to delete this stock?","Are you sure you want to delete this stock?"
Stocks,Stocks
"Source Information","Source Information"
"Is Enabled","Is Enabled"
"Contact Info","Contact Info"
"Contact Name","Contact Name"
"Address Data","Address Data"
Postcode,Postcode
"Add New Source","Add New Source"
"Enable selected sources ?","Enable selected sources ?"
"Disable selected sources ?","Disable selected sources ?"
"Stock Information","Stock Information"
"Assign Sources","Assign Sources"
"Assigned Sources","Assigned Sources"
"Add New Stock","Add New Stock"
"Edit Sources","Edit Sources"
"Edit Stocks","Edit Stocks"
"Delete Stocks","Delete Stocks"
"Source to Stock Assigning","Source to Stock Assigning"
"Admin bulk operations","Admin bulk operations"
"Run asynchronously","Run asynchronously"
"Asynchronous batch size","Asynchronous batch size"
"The Default Source must be enabled. A default source is required for single source merchants and product migration.","The Default Source must be enabled. A default source is required for single source merchants and product migration."
"Source Status","Source Status"
"Source Item Status","Source Item Status"
"Mass source assignment","Mass source assignment"
"Are you sure you want to assign selected items to inventory sources?","Are you sure you want to assign selected items to inventory sources?"
"Assign Inventory Source","Assign Inventory Source"
"Unassign Inventory Source","Unassign Inventory Source"
"Are you sure you want to unassign one or more sources from the selected items?","Are you sure you want to unassign one or more sources from the selected items?"
"Transfer Inventory To Source","Transfer Inventory To Source"
"Are you sure you want to transfer the inventory of the selected items?","Are you sure you want to transfer the inventory of the selected items?"
Source,Source
"Distance Provider for Distance Based SSA","Distance Provider for Distance Based SSA"
Provider,Provider
"Google Distance Provider","Google Distance Provider"
"Google API key","Google API key"
"Computation mode","Computation mode"
"Distance Priority","Distance Priority"
"Algorithm which provides Source Selections based on shipping address distance from the source","Algorithm which provides Source Selections based on shipping address distance from the source"
"Inventory index (MSI)","Inventory index (MSI)"
"Source Code","Source Code"
"Notify Qty","Notify Qty"
"Sales Channels","Sales Channels"
"Product Salable Quantity","Product Salable Quantity"
"Salable Quantity","Salable Quantity"
"Sales Stock","Sales Stock"
"Proceed to Shipment","Proceed to Shipment"
"Select a Source to Ship from","Select a Source to Ship from"
"Qty To Ship","Qty To Ship"
"Available Sources","Available Sources"
"Qty Available","Qty Available"
"Qty To Deduct","Qty To Deduct"
"Source Priority","Source Priority"
"Algorithm which provides Source Selections based on predefined priority of Source","Algorithm which provides Source Selections based on predefined priority of Source"
"Layered Navigation","Layered Navigation"
"Display Product Count","Display Product Count"
"Price Navigation Step Calculation","Price Navigation Step Calculation"
"Default Price Navigation Step","Default Price Navigation Step"
"Maximum Number of Price Intervals","Maximum Number of Price Intervals"
"Maximum number of price intervals is 100","Maximum number of price intervals is 100"
"Display Price Interval as One Price","Display Price Interval as One Price"
"This setting will be applied when all prices in the specific price interval are equal.","This setting will be applied when all prices in the specific price interval are equal."
"Interval Division Limit","Interval Division Limit"
"Please specify the number of products, that will not be divided into subintervals.","Please specify the number of products, that will not be divided into subintervals."
"Can be used only with catalog input type Yes/No (Boolean), Dropdown, Multiple Select and Price.","Can be used only with catalog input type Yes/No (Boolean), Dropdown, Multiple Select and Price."
"Find Partners & Extensions","Find Partners & Extensions"
"Storage Configuration for Media","Storage Configuration for Media"
"Select Media Database","Select Media Database"
"After selecting a new media storage location, press the Synchronize button to transfer all media to that location and then ""Save Config"". Media will not be available in the new location until the synchronization process is complete.","After selecting a new media storage location, press the Synchronize button to transfer all media to that location and then ""Save Config"". Media will not be available in the new location until the synchronization process is complete."
"Environment Update Time","Environment Update Time"
"Minimum Advertised Price","Minimum Advertised Price"
"Enable MAP","Enable MAP"
"<strong style=""color:red"">Warning!</strong> Enabling MAP by default will hide all product prices on Storefront.","<strong style=""color:red"">Warning!</strong> Enabling MAP by default will hide all product prices on Storefront."
"Display Actual Price","Display Actual Price"
"Default Popup Text Message","Default Popup Text Message"
"Default ""What's This"" Text Message","Default ""What's This"" Text Message"
"Multishipping Settings Section","Multishipping Settings Section"
"Multishipping Settings","Multishipping Settings"
"Allow Shipping to Multiple Addresses","Allow Shipping to Multiple Addresses"
"Maximum Qty Allowed for Shipping to Multiple Addresses","Maximum Qty Allowed for Shipping to Multiple Addresses"
"Review Order","Review Order"
"We could only complete part of your order.","We could only complete part of your order."
"We were unable to complete your order.","We were unable to complete your order."
"Select Shipping Method","Select Shipping Method"
"MySQL Message Queue Cleanup","MySQL Message Queue Cleanup"
"All the times are in minutes. Use ""0"" if you want to skip automatic clearance.","All the times are in minutes. Use ""0"" if you want to skip automatic clearance."
"Retry Messages In Progress After","Retry Messages In Progress After"
"Successful Messages Lifetime","Successful Messages Lifetime"
"Failed Messages Lifetime","Failed Messages Lifetime"
"New Messages Lifetime","New Messages Lifetime"
"New Relic Reporting Section","New Relic Reporting Section"
"New Relic Reporting","New Relic Reporting"
"Enable New Relic Integration","Enable New Relic Integration"
"New Relic API URL","New Relic API URL"
"Insights API URL","Insights API URL"
"Use %s to replace the account ID in the URL","Use %s to replace the account ID in the URL"
"New Relic Account ID","New Relic Account ID"
"""Need a New Relic account? <a href=""http://www.newrelic.com/magento"" target=""_blank"">Click here to get one","""Need a New Relic account? <a href=""http://www.newrelic.com/magento"" target=""_blank"">Click here to get one"
"New Relic Application ID","New Relic Application ID"
"This can commonly be found at the end of the URL when viewing the APM after ""/applications/""","This can commonly be found at the end of the URL when viewing the APM after ""/applications/"""
"New Relic API Key","New Relic API Key"
"This is located by navigating to Events -> Deployments from the New Relic APM website","This is located by navigating to Events -> Deployments from the New Relic APM website"
"Insights API Key","Insights API Key"
"Generated under Insights in Manage data -> API Keys -> Insert Keys","Generated under Insights in Manage data -> API Keys -> Insert Keys"
"New Relic Application Name","New Relic Application Name"
"This is located by navigating to Settings from the New Relic APM website","This is located by navigating to Settings from the New Relic APM website"
"Send Adminhtml and Frontend as Separate Apps","Send Adminhtml and Frontend as Separate Apps"
"In addition to the main app (which includes all PHP execution), separate apps for adminhtml and frontend will be created. Requires New Relic Application Name to be set.","In addition to the main app (which includes all PHP execution), separate apps for adminhtml and frontend will be created. Requires New Relic Application Name to be set."
"Enable Cron","Enable Cron"
"Newsletter Template","Newsletter Template"
"Newsletter Section","Newsletter Section"
"General Options","General Options"
"Subscription Options","Subscription Options"
"Allow Guest Subscription","Allow Guest Subscription"
"Need to Confirm","Need to Confirm"
"Confirmation Email Sender","Confirmation Email Sender"
"Confirmation Email Template","Confirmation Email Template"
"Success Email Sender","Success Email Sender"
"Unsubscription Email Sender","Unsubscription Email Sender"
"Unsubscription Email Template","Unsubscription Email Template"
"We found no problems.","We found no problems."
"Queue Start Date","Queue Start Date"
"Queue Subject","Queue Subject"
"Error Code","Error Code"
"Error Text","Error Text"
"Queue Start","Queue Start"
"Queue End","Queue End"
Recipients,Recipients
Unsubscribe,Unsubscribe
"Are you sure you want to delete the selected subscriber(s)?","Are you sure you want to delete the selected subscriber(s)?"
"Customer First Name","Customer First Name"
"Customer Last Name","Customer Last Name"
"Not Activated","Not Activated"
Subscribed,Subscribed
Unsubscribed,Unsubscribed
Unconfirmed,Unconfirmed
"Check / Money Order","Check / Money Order"
"Make Check Payable to","Make Check Payable to"
"Purchase Order","Purchase Order"
"Bank Transfer Payment","Bank Transfer Payment"
Instructions,Instructions
"Cash On Delivery Payment","Cash On Delivery Payment"
"Flat Rate","Flat Rate"
"Method Name","Method Name"
"Table Rates","Table Rates"
"Include Virtual Products in Price Calculation","Include Virtual Products in Price Calculation"
"Free Shipping","Free Shipping"
"Minimum Order Amount","Minimum Order Amount"
"Full Page Cache","Full Page Cache"
"Caching Application","Caching Application"
"Varnish Configuration","Varnish Configuration"
"Access list","Access list"
"IPs access list separated with ',' that can purge Varnish configuration for config file generation.
                            If field is empty default value localhost will be saved.","IPs access list separated with ',' that can purge Varnish configuration for config file generation.
                            If field is empty default value localhost will be saved."
"Backend host","Backend host"
"Specify backend host for config file generation. If field is empty default value localhost will be saved.","Specify backend host for config file generation. If field is empty default value localhost will be saved."
